FLUKE 289;  V1.16;  32760112 Ammann

To display full timestamps use Format Cells �m/d/y hh:mm:ss.0'

Start Time;Stop Time;Elapsed Time;Interval;Total readings;Intervals;Input Events;Session Name
25.08.2020 20:03:28;25.08.2020 20:13:26;0:09:58;0:00:01;606;599;14;Circuit 1
Max Time;Max;Average;Min;Min Time;Scaling;
25.08.2020 20:03:40;5,4262 A AC;3,8067 A AC;0,0000 A AC;25.08.2020 20:03:28;(none)

Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time
12;Max;0,4371;25.08.2020 20:03:36,9
12;Min;0,437;25.08.2020 20:03:37,2
13;Sample;0,437;25.08.2020 20:03:37,9;0,43697
13;Max;0,437;25.08.2020 20:03:37,9
13;Min;0,4369;25.08.2020 20:03:38,6
14;Sample;1,4973;25.08.2020 20:03:38,9;3,1623
14;Min;1,4973;25.08.2020 20:03:38,9
14;Max;4,8273;25.08.2020 20:03:39,0
15;Sample;5,299;25.08.2020 20:03:39,1;5,40278571428571
15;Min;5,299;25.08.2020 20:03:39,1
15;Max;5,4262;25.08.2020 20:03:39,5
16;Sample;5,4227;25.08.2020 20:03:39,8;5,41893
16;Max;5,4227;25.08.2020 20:03:39,8
16;Min;5,4132;25.08.2020 20:03:40,7
17;Sample;5,4131;25.08.2020 20:03:40,8;5,40919
17;Max;5,4131;25.08.2020 20:03:40,8
17;Min;5,406;25.08.2020 20:03:41,7
18;Sample;5,4053;25.08.2020 20:03:41,8;5,39965
18;Max;5,4053;25.08.2020 20:03:41,8
18;Min;5,3953;25.08.2020 20:03:42,7
19;Sample;5,3925;25.08.2020 20:03:42,8;5,39016
19;Max;5,3925;25.08.2020 20:03:42,8
19;Min;5,3875;25.08.2020 20:03:43,7
20;Sample;5,386;25.08.2020 20:03:43,8;5,38227
20;Max;5,386;25.08.2020 20:03:43,8
20;Min;5,3779;25.08.2020 20:03:44,7
21;Sample;5,3772;25.08.2020 20:03:44,8;5,37086
21;Max;5,3772;25.08.2020 20:03:44,8
21;Min;5,3621;25.08.2020 20:03:45,5
22;Sample;5,3674;25.08.2020 20:03:45,8;5,36845
22;Max;5,37;25.08.2020 20:03:45,9
22;Min;5,367;25.08.2020 20:03:46,7
23;Sample;5,3665;25.08.2020 20:03:46,8;5,36552
23;Max;5,3665;25.08.2020 20:03:46,8
23;Min;5,3643;25.08.2020 20:03:47,8
24;Sample;5,3639;25.08.2020 20:03:47,9;5,36231
24;Max;5,3639;25.08.2020 20:03:47,9
24;Min;5,3613;25.08.2020 20:03:48,8
25;Sample;5,3614;25.08.2020 20:03:48,9;5,35976
25;Max;5,3614;25.08.2020 20:03:48,9
25;Min;5,3573;25.08.2020 20:03:49,8
26;Sample;5,3545;25.08.2020 20:03:49,9;5,3547
26;Max;5,3552;25.08.2020 20:03:50,1
26;Min;5,3543;25.08.2020 20:03:50,7
27;Sample;5,3538;25.08.2020 20:03:50,9;5,35313
27;Max;5,3538;25.08.2020 20:03:50,9
27;Min;5,3521;25.08.2020 20:03:51,5
28;Sample;5,3537;25.08.2020 20:03:51,9;5,35177
28;Max;5,3537;25.08.2020 20:03:51,9
28;Min;5,3493;25.08.2020 20:03:52,8
29;Sample;5,3493;25.08.2020 20:03:52,9;5,34876
29;Max;5,3493;25.08.2020 20:03:52,9
29;Min;5,3482;25.08.2020 20:03:53,6
30;Sample;5,3483;25.08.2020 20:03:53,9;5,34817
30;Max;5,3483;25.08.2020 20:03:53,9
30;Min;5,3481;25.08.2020 20:03:54,4
31;Sample;5,3481;25.08.2020 20:03:54,9;5,34735
31;Max;5,3481;25.08.2020 20:03:54,9
31;Min;5,3456;25.08.2020 20:03:55,6
32;Sample;5,3462;25.08.2020 20:03:55,9;5,34614444444444
32;Max;5,3464;25.08.2020 20:03:56,1
32;Min;5,3458;25.08.2020 20:03:56,5
33;Sample;5,3461;25.08.2020 20:03:56,8;5,34474
33;Max;5,3461;25.08.2020 20:03:56,8
33;Min;5,3432;25.08.2020 20:03:57,7
34;Sample;5,3436;25.08.2020 20:03:57,8;5,34638
34;Min;5,3436;25.08.2020 20:03:57,8
34;Max;5,3479;25.08.2020 20:03:58,6
35;Sample;5,3476;25.08.2020 20:03:58,8;5,34731
35;Max;5,3478;25.08.2020 20:03:58,9
35;Min;5,3468;25.08.2020 20:03:59,4
36;Sample;5,3471;25.08.2020 20:03:59,8;5,34716
36;Min;5,3471;25.08.2020 20:03:59,8
36;Max;5,3473;25.08.2020 20:04:00,6
37;Sample;5,3473;25.08.2020 20:04:00,8;5,34734
37;Max;5,3474;25.08.2020 20:04:01,0
37;Min;5,3472;25.08.2020 20:04:01,7
38;Sample;5,3472;25.08.2020 20:04:01,8;5,34723
38;Min;5,3472;25.08.2020 20:04:01,8
38;Max;5,3473;25.08.2020 20:04:02,5
39;Sample;5,3473;25.08.2020 20:04:02,8;5,34718
39;Max;5,3473;25.08.2020 20:04:02,8
39;Min;5,347;25.08.2020 20:04:03,7
40;Sample;5,347;25.08.2020 20:04:03,8;5,34705
40;Min;5,3469;25.08.2020 20:04:03,9
40;Max;5,3472;25.08.2020 20:04:04,7
41;Sample;5,3472;25.08.2020 20:04:04,9;5,34736
41;Min;5,3472;25.08.2020 20:04:04,9
41;Max;5,3475;25.08.2020 20:04:05,6
42;Sample;5,3476;25.08.2020 20:04:05,9;5,34776
42;Min;5,3476;25.08.2020 20:04:05,9
42;Max;5,3479;25.08.2020 20:04:06,5
43;Sample;5,3476;25.08.2020 20:04:06,9;5,34564
43;Max;5,3476;25.08.2020 20:04:06,9
43;Min;5,3441;25.08.2020 20:04:07,6
44;Sample;5,3451;25.08.2020 20:04:07,9;5,34512
44;Min;5,3448;25.08.2020 20:04:08,0
44;Max;5,3456;25.08.2020 20:04:08,3
45;Sample;5,3452;25.08.2020 20:04:08,9;5,34563
45;Max;5,3462;25.08.2020 20:04:09,4
45;Min;5,345;25.08.2020 20:04:09,8
46;Sample;5,3454;25.08.2020 20:04:09,9;5,34631
46;Min;5,3454;25.08.2020 20:04:09,9
46;Max;5,3472;25.08.2020 20:04:10,7
47;Sample;5,3464;25.08.2020 20:04:10,9;5,34665
47;Min;5,3464;25.08.2020 20:04:10,9
47;Max;5,3469;25.08.2020 20:04:11,8
48;Sample;5,3469;25.08.2020 20:04:11,9;5,34574
48;Max;5,3469;25.08.2020 20:04:11,9
48;Min;5,3442;25.08.2020 20:04:12,6
49;Sample;5,3449;25.08.2020 20:04:12,9;5,3445
49;Max;5,3449;25.08.2020 20:04:12,9
49;Min;5,3442;25.08.2020 20:04:13,2
50;Sample;5,3461;25.08.2020 20:04:13,8;5,34622
50;Min;5,3458;25.08.2020 20:04:13,9
50;Max;5,3468;25.08.2020 20:04:14,2
51;Sample;5,3458;25.08.2020 20:04:14,8;5,34627
51;Max;5,3469;25.08.2020 20:04:15,6
51;Min;5,3448;25.08.2020 20:04:15,7
52;Sample;5,3465;25.08.2020 20:04:15,8;5,34612
52;Max;5,3476;25.08.2020 20:04:15,9
52;Min;5,3452;25.08.2020 20:04:16,4
53;Sample;5,345;25.08.2020 20:04:16,8;5,34458
53;Max;5,3456;25.08.2020 20:04:17,0
53;Min;5,3427;25.08.2020 20:04:17,7
54;Sample;5,3432;25.08.2020 20:04:17,8;5,33748
54;Max;5,3434;25.08.2020 20:04:17,9
54;Min;5,327;25.08.2020 20:04:18,7
55;Sample;5,3262;25.08.2020 20:04:18,8;5,32388
55;Max;5,3262;25.08.2020 20:04:18,8
55;Min;5,3216;25.08.2020 20:04:19,7
56;Sample;5,321;25.08.2020 20:04:19,8;5,31976
56;Max;5,321;25.08.2020 20:04:19,8
56;Min;5,3188;25.08.2020 20:04:20,4
57;Sample;5,3183;25.08.2020 20:04:20,8;5,31773
57;Max;5,3183;25.08.2020 20:04:20,8
57;Min;5,317;25.08.2020 20:04:21,8
58;Sample;5,3165;25.08.2020 20:04:21,9;5,31747
58;Min;5,3163;25.08.2020 20:04:22,0
58;Max;5,3185;25.08.2020 20:04:22,4
59;Sample;5,3174;25.08.2020 20:04:22,9;5,31463
59;Max;5,3174;25.08.2020 20:04:22,9
59;Min;5,3117;25.08.2020 20:04:23,8
60;Sample;5,311;25.08.2020 20:04:23,9;5,30812
60;Max;5,311;25.08.2020 20:04:23,9
60;Min;5,3069;25.08.2020 20:04:24,8
61;Sample;5,3063;25.08.2020 20:04:24,9;5,30441
61;Max;5,3063;25.08.2020 20:04:24,9
61;Min;5,3033;25.08.2020 20:04:25,6
62;Sample;5,3041;25.08.2020 20:04:25,9;5,30282
62;Max;5,3043;25.08.2020 20:04:26,1
62;Min;5,2995;25.08.2020 20:04:26,5
63;Sample;5,302;25.08.2020 20:04:26,9;5,30189
63;Max;5,3023;25.08.2020 20:04:27,0
63;Min;5,3017;25.08.2020 20:04:27,1
64;Sample;5,3019;25.08.2020 20:04:27,9;5,3027
64;Min;5,3019;25.08.2020 20:04:27,9
64;Max;5,3037;25.08.2020 20:04:28,8
65;Sample;5,3035;25.08.2020 20:04:28,9;5,30485
65;Min;5,3035;25.08.2020 20:04:28,9
65;Max;5,3056;25.08.2020 20:04:29,7
66;Sample;5,3056;25.08.2020 20:04:29,9;5,30738888888889
66;Min;5,3056;25.08.2020 20:04:29,9
66;Max;5,3082;25.08.2020 20:04:30,6
67;Sample;5,3081;25.08.2020 20:04:30,8;5,30676
67;Max;5,3081;25.08.2020 20:04:30,8
67;Min;5,3052;25.08.2020 20:04:31,3
68;Sample;5,3074;25.08.2020 20:04:31,8;5,30797
68;Min;5,3074;25.08.2020 20:04:31,8
68;Max;5,3085;25.08.2020 20:04:32,6
69;Sample;5,3079;25.08.2020 20:04:32,8;5,30981
69;Min;5,3079;25.08.2020 20:04:32,8
69;Max;5,3123;25.08.2020 20:04:33,7
70;Sample;5,3141;25.08.2020 20:04:33,8;5,31569
70;Min;5,3141;25.08.2020 20:04:33,8
70;Max;5,3166;25.08.2020 20:04:34,2
71;Sample;5,3148;25.08.2020 20:04:34,8;5,31293
71;Max;5,3148;25.08.2020 20:04:34,8
71;Min;5,3123;25.08.2020 20:04:35,7
72;Sample;5,3122;25.08.2020 20:04:35,8;5,3139
72;Min;5,3122;25.08.2020 20:04:35,8
72;Max;5,3156;25.08.2020 20:04:36,6
73;Sample;5,315;25.08.2020 20:04:36,8;5,31723
73;Min;5,3134;25.08.2020 20:04:37,3
73;Max;5,3338;25.08.2020 20:04:37,7
74;Sample;5,3382;25.08.2020 20:04:37,8;5,34435
74;Max;5,3487;25.08.2020 20:04:38,3
74;Min;5,3359;25.08.2020 20:04:38,8
75;Sample;5,3346;25.08.2020 20:04:38,9;5,33394
75;Max;5,3346;25.08.2020 20:04:38,9
75;Min;5,3328;25.08.2020 20:04:39,8
76;Sample;5,333;25.08.2020 20:04:39,9;5,33285
76;Max;5,3332;25.08.2020 20:04:40,0
76;Min;5,3326;25.08.2020 20:04:40,8
77;Sample;5,3322;25.08.2020 20:04:40,9;5,33201
77;Min;5,3313;25.08.2020 20:04:41,2
77;Max;5,3324;25.08.2020 20:04:41,7
78;Sample;5,3329;25.08.2020 20:04:41,9;5,33408
78;Min;5,3329;25.08.2020 20:04:41,9
78;Max;5,3351;25.08.2020 20:04:42,6
79;Sample;5,3341;25.08.2020 20:04:42,9;5,33387
79;Max;5,3341;25.08.2020 20:04:42,9
79;Min;5,3337;25.08.2020 20:04:43,7
80;Sample;5,3337;25.08.2020 20:04:43,9;5,33387
80;Min;5,3337;25.08.2020 20:04:43,9
80;Max;5,3342;25.08.2020 20:04:44,8
81;Sample;5,3342;25.08.2020 20:04:44,9;5,33452
81;Min;5,3342;25.08.2020 20:04:44,9
81;Max;5,3347;25.08.2020 20:04:45,8
82;Sample;5,3347;25.08.2020 20:04:45,9;5,33464
82;Max;5,3347;25.08.2020 20:04:45,9
82;Min;5,3345;25.08.2020 20:04:46,7
83;Sample;5,3345;25.08.2020 20:04:46,9;5,33458
83;Max;5,3347;25.08.2020 20:04:47,3
83;Min;5,3344;25.08.2020 20:04:47,8
84;Sample;5,3343;25.08.2020 20:04:47,9;5,33306666666667
84;Max;5,3343;25.08.2020 20:04:47,9
84;Min;5,3321;25.08.2020 20:04:48,1
85;Sample;5,333;25.08.2020 20:04:48,8;5,33269
85;Max;5,333;25.08.2020 20:04:48,8
85;Min;5,3322;25.08.2020 20:04:49,0
86;Sample;5,333;25.08.2020 20:04:49,8;5,33314
86;Min;5,3329;25.08.2020 20:04:49,9
86;Max;5,3337;25.08.2020 20:04:50,7
87;Sample;5,3337;25.08.2020 20:04:50,8;5,33413
87;Min;5,3337;25.08.2020 20:04:50,8
87;Max;5,3346;25.08.2020 20:04:51,3
88;Sample;5,3343;25.08.2020 20:04:51,8;5,33416
88;Min;5,334;25.08.2020 20:04:52,0
88;Max;5,3344;25.08.2020 20:04:52,7
89;Sample;5,3368;25.08.2020 20:04:52,8;5,33681
89;Max;5,3376;25.08.2020 20:04:53,1
89;Min;5,3357;25.08.2020 20:04:53,7
90;Sample;5,3345;25.08.2020 20:04:53,8;5,33971
90;Min;5,3338;25.08.2020 20:04:53,9
90;Max;5,3476;25.08.2020 20:04:54,5
91;Sample;5,3476;25.08.2020 20:04:54,8;5,34783
91;Min;5,3471;25.08.2020 20:04:55,0
91;Max;5,3489;25.08.2020 20:04:55,7
92;Sample;5,3492;25.08.2020 20:04:55,8;5,34851
92;Max;5,3493;25.08.2020 20:04:56,1
92;Min;5,3478;25.08.2020 20:04:56,6
93;Sample;5,3482;25.08.2020 20:04:56,9;5,3492
93;Min;5,3482;25.08.2020 20:04:56,9
93;Max;5,3499;25.08.2020 20:04:57,3
94;Sample;5,3493;25.08.2020 20:04:57,9;5,34845
94;Max;5,3515;25.08.2020 20:04:58,3
94;Min;5,3379;25.08.2020 20:04:58,8
95;Sample;5,3372;25.08.2020 20:04:58,9;5,33731
95;Min;5,3366;25.08.2020 20:04:59,2
95;Max;5,3385;25.08.2020 20:04:59,8
96;Sample;5,3384;25.08.2020 20:04:59,9;5,33955
96;Min;5,3384;25.08.2020 20:04:59,9
96;Max;5,3401;25.08.2020 20:05:00,3
97;Sample;5,3399;25.08.2020 20:05:00,9;5,33935
97;Max;5,3399;25.08.2020 20:05:00,9
97;Min;5,3385;25.08.2020 20:05:01,4
98;Sample;5,3394;25.08.2020 20:05:01,9;5,3394
98;Max;5,3396;25.08.2020 20:05:02,1
98;Min;5,3391;25.08.2020 20:05:02,3
99;Sample;5,3393;25.08.2020 20:05:02,9;5,33913
99;Max;5,3393;25.08.2020 20:05:02,9
99;Min;5,339;25.08.2020 20:05:03,7
100;Sample;5,339;25.08.2020 20:05:03,9;5,33891
100;Max;5,339;25.08.2020 20:05:03,9
100;Min;5,3387;25.08.2020 20:05:04,8
101;Sample;5,3365;25.08.2020 20:05:04,9;5,34192222222222
101;Min;5,3365;25.08.2020 20:05:04,9
101;Max;5,35;25.08.2020 20:05:05,7
102;Sample;5,35;25.08.2020 20:05:05,8;5,35183
102;Min;5,35;25.08.2020 20:05:05,8
102;Max;5,354;25.08.2020 20:05:06,6
103;Sample;5,3529;25.08.2020 20:05:06,8;5,35185
103;Min;5,3504;25.08.2020 20:05:07,1
103;Max;5,3534;25.08.2020 20:05:07,6
104;Sample;5,3535;25.08.2020 20:05:07,8;5,35168
104;Max;5,3535;25.08.2020 20:05:07,8
104;Min;5,35;25.08.2020 20:05:08,3
105;Sample;5,353;25.08.2020 20:05:08,8;5,35161
105;Max;5,353;25.08.2020 20:05:08,8
105;Min;5,3501;25.08.2020 20:05:09,2
106;Sample;5,3513;25.08.2020 20:05:09,8;5,35064
106;Max;5,3513;25.08.2020 20:05:09,8
106;Min;5,3482;25.08.2020 20:05:10,7
107;Sample;5,3495;25.08.2020 20:05:10,8;5,34368
107;Max;5,352;25.08.2020 20:05:11,1
107;Min;5,3342;25.08.2020 20:05:11,5
108;Sample;5,3368;25.08.2020 20:05:11,8;5,33686
108;Min;5,3347;25.08.2020 20:05:12,2
108;Max;5,3383;25.08.2020 20:05:12,6
109;Sample;5,3362;25.08.2020 20:05:12,8;5,33658
109;Min;5,3348;25.08.2020 20:05:13,1
109;Max;5,3384;25.08.2020 20:05:13,6
110;Sample;5,3361;25.08.2020 20:05:13,9;5,3371
110;Min;5,3361;25.08.2020 20:05:13,9
110;Max;5,3383;25.08.2020 20:05:14,3
111;Sample;5,3363;25.08.2020 20:05:14,9;5,33696
111;Min;5,3363;25.08.2020 20:05:14,9
111;Max;5,3378;25.08.2020 20:05:15,7
112;Sample;5,3391;25.08.2020 20:05:15,9;5,34083
112;Min;5,3391;25.08.2020 20:05:15,9
112;Max;5,3423;25.08.2020 20:05:16,1
113;Sample;5,3419;25.08.2020 20:05:16,9;5,3415
113;Min;5,3397;25.08.2020 20:05:17,3
113;Max;5,3424;25.08.2020 20:05:17,8
114;Sample;5,3407;25.08.2020 20:05:17,9;5,34067
114;Max;5,3425;25.08.2020 20:05:18,4
114;Min;5,3383;25.08.2020 20:05:18,8
115;Sample;5,3397;25.08.2020 20:05:18,9;5,34042
115;Min;5,3394;25.08.2020 20:05:19,6
115;Max;5,3415;25.08.2020 20:05:19,8
116;Sample;5,3416;25.08.2020 20:05:19,9;5,34087
116;Min;5,3393;25.08.2020 20:05:20,3
116;Max;5,3419;25.08.2020 20:05:20,7
117;Sample;5,3414;25.08.2020 20:05:20,9;5,34208
117;Min;5,3404;25.08.2020 20:05:21,0
117;Max;5,3435;25.08.2020 20:05:21,4
118;Sample;5,3419;25.08.2020 20:05:21,9;5,34174444444445
118;Max;5,3435;25.08.2020 20:05:22,0
118;Min;5,3393;25.08.2020 20:05:22,6
119;Sample;5,3414;25.08.2020 20:05:22,8;5,34023
119;Max;5,342;25.08.2020 20:05:23,0
119;Min;5,3379;25.08.2020 20:05:23,4
120;Sample;5,3403;25.08.2020 20:05:23,8;5,33924
120;Max;5,3404;25.08.2020 20:05:23,9
120;Min;5,338;25.08.2020 20:05:24,1
121;Sample;5,3363;25.08.2020 20:05:24,8;5,33651
121;Max;5,3378;25.08.2020 20:05:25,3
121;Min;5,3351;25.08.2020 20:05:25,7
122;Sample;5,3368;25.08.2020 20:05:25,8;5,33701
122;Max;5,3382;25.08.2020 20:05:26,1
122;Min;5,3352;25.08.2020 20:05:26,4
123;Sample;5,3383;25.08.2020 20:05:26,8;5,33776
123;Max;5,3387;25.08.2020 20:05:26,9
123;Min;5,3362;25.08.2020 20:05:27,2
124;Sample;5,3374;25.08.2020 20:05:27,8;5,33748
124;Min;5,3358;25.08.2020 20:05:28,0
124;Max;5,3391;25.08.2020 20:05:28,2
125;Sample;5,3358;25.08.2020 20:05:28,8;5,33656
125;Min;5,3348;25.08.2020 20:05:29,5
125;Max;5,3383;25.08.2020 20:05:29,7
126;Sample;5,3393;25.08.2020 20:05:29,8;5,33734
126;Max;5,3393;25.08.2020 20:05:29,8
126;Min;5,335;25.08.2020 20:05:30,3
127;Sample;5,3383;25.08.2020 20:05:30,9;5,33557
127;Max;5,3383;25.08.2020 20:05:30,9
127;Min;5,3336;25.08.2020 20:05:31,8
128;Sample;5,3338;25.08.2020 20:05:31,9;5,33433
128;Min;5,3338;25.08.2020 20:05:31,9
128;Max;5,3348;25.08.2020 20:05:32,3
129;Sample;5,3347;25.08.2020 20:05:32,9;5,33527
129;Max;5,3361;25.08.2020 20:05:33,5
129;Min;5,3342;25.08.2020 20:05:33,8
130;Sample;5,3341;25.08.2020 20:05:33,9;5,33442
130;Min;5,3341;25.08.2020 20:05:33,9
130;Max;5,3347;25.08.2020 20:05:34,7
131;Sample;5,3348;25.08.2020 20:05:34,9;5,33456
131;Max;5,3348;25.08.2020 20:05:34,9
131;Min;5,3343;25.08.2020 20:05:35,7
132;Sample;5,3343;25.08.2020 20:05:35,9;5,33459
132;Min;5,3343;25.08.2020 20:05:35,9
132;Max;5,335;25.08.2020 20:05:36,8
133;Sample;5,3373;25.08.2020 20:05:36,9;5,3355
133;Max;5,3373;25.08.2020 20:05:36,9
133;Min;5,3273;25.08.2020 20:05:37,8
134;Sample;5,3299;25.08.2020 20:05:37,9;5,32996
134;Max;5,331;25.08.2020 20:05:38,1
134;Min;5,3243;25.08.2020 20:05:38,8
135;Sample;5,322;25.08.2020 20:05:38,9;5,32368888888889
135;Min;5,322;25.08.2020 20:05:38,9
135;Max;5,3269;25.08.2020 20:05:39,7
136;Sample;5,3295;25.08.2020 20:05:39,8;5,3297
136;Min;5,3295;25.08.2020 20:05:39,8
136;Max;5,33;25.08.2020 20:05:40,7
137;Sample;5,3305;25.08.2020 20:05:40,8;5,33039
137;Min;5,3301;25.08.2020 20:05:41,1
137;Max;5,3307;25.08.2020 20:05:41,7
138;Sample;5,331;25.08.2020 20:05:41,8;5,32976
138;Max;5,331;25.08.2020 20:05:41,8
138;Min;5,328;25.08.2020 20:05:42,7
139;Sample;5,3276;25.08.2020 20:05:42,8;5,32888
139;Min;5,3276;25.08.2020 20:05:42,8
139;Max;5,33;25.08.2020 20:05:43,5
140;Sample;5,3299;25.08.2020 20:05:43,8;5,32968
140;Max;5,3299;25.08.2020 20:05:43,8
140;Min;5,3294;25.08.2020 20:05:44,7
141;Sample;5,3294;25.08.2020 20:05:44,8;5,32902
141;Max;5,3294;25.08.2020 20:05:44,8
141;Min;5,3285;25.08.2020 20:05:45,7
142;Sample;5,3284;25.08.2020 20:05:45,8;5,32624
142;Max;5,3284;25.08.2020 20:05:45,8
142;Min;5,3228;25.08.2020 20:05:46,6
143;Sample;5,3237;25.08.2020 20:05:46,8;5,3267
143;Min;5,3237;25.08.2020 20:05:46,8
143;Max;5,3304;25.08.2020 20:05:47,8
144;Sample;5,3306;25.08.2020 20:05:47,9;5,32877
144;Max;5,3308;25.08.2020 20:05:48,1
144;Min;5,3172;25.08.2020 20:05:48,8
145;Sample;5,3238;25.08.2020 20:05:48,9;5,3246
145;Min;5,3238;25.08.2020 20:05:48,9
145;Max;5,3256;25.08.2020 20:05:49,1
146;Sample;5,3243;25.08.2020 20:05:49,9;5,32441
146;Max;5,3248;25.08.2020 20:05:50,1
146;Min;5,3241;25.08.2020 20:05:50,3
147;Sample;5,3241;25.08.2020 20:05:50,9;5,32296
147;Max;5,3241;25.08.2020 20:05:50,9
147;Min;5,3223;25.08.2020 20:05:51,6
148;Sample;5,323;25.08.2020 20:05:51,9;5,3224
148;Max;5,323;25.08.2020 20:05:51,9
148;Min;5,3215;25.08.2020 20:05:52,5
149;Sample;5,3224;25.08.2020 20:05:52,9;5,31479
149;Max;5,3224;25.08.2020 20:05:52,9
149;Min;5,3056;25.08.2020 20:05:53,5
150;Sample;5,3074;25.08.2020 20:05:53,9;5,30601
150;Max;5,3079;25.08.2020 20:05:54,1
150;Min;5,3046;25.08.2020 20:05:54,5
151;Sample;5,3047;25.08.2020 20:05:54,9;5,30434
151;Max;5,3047;25.08.2020 20:05:54,9
151;Min;5,304;25.08.2020 20:05:55,8
152;Sample;5,3034;25.08.2020 20:05:55,9;5,30323333333333
152;Max;5,3047;25.08.2020 20:05:56,2
152;Min;5,3022;25.08.2020 20:05:56,6
153;Sample;5,3037;25.08.2020 20:05:56,8;5,30299
153;Max;5,3041;25.08.2020 20:05:56,9
153;Min;5,3021;25.08.2020 20:05:57,6
154;Sample;5,302;25.08.2020 20:05:57,8;5,3032
154;Min;5,302;25.08.2020 20:05:57,8
154;Max;5,3045;25.08.2020 20:05:58,7
155;Sample;5,3047;25.08.2020 20:05:58,8;5,3044
155;Max;5,3047;25.08.2020 20:05:58,8
155;Min;5,304;25.08.2020 20:05:59,1
156;Sample;5,3045;25.08.2020 20:05:59,8;5,30588
156;Min;5,3045;25.08.2020 20:05:59,8
156;Max;5,3064;25.08.2020 20:06:00,6
157;Sample;5,3064;25.08.2020 20:06:00,8;5,30555
157;Max;5,3066;25.08.2020 20:06:01,1
157;Min;5,3026;25.08.2020 20:06:01,6
158;Sample;5,3039;25.08.2020 20:06:01,8;5,31298
158;Min;5,3039;25.08.2020 20:06:01,8
158;Max;5,3227;25.08.2020 20:06:02,7
159;Sample;5,3231;25.08.2020 20:06:02,8;5,32311
159;Min;5,3226;25.08.2020 20:06:03,1
159;Max;5,3236;25.08.2020 20:06:03,5
160;Sample;5,3234;25.08.2020 20:06:03,8;5,32426
160;Min;5,3234;25.08.2020 20:06:03,8
160;Max;5,325;25.08.2020 20:06:04,3
161;Sample;5,323;25.08.2020 20:06:04,9;5,31845
161;Max;5,323;25.08.2020 20:06:04,9
161;Min;5,3146;25.08.2020 20:06:05,8
162;Sample;5,3144;25.08.2020 20:06:05,9;5,31419
162;Max;5,3149;25.08.2020 20:06:06,4
162;Min;5,3128;25.08.2020 20:06:06,8
163;Sample;5,3128;25.08.2020 20:06:06,9;5,31369
163;Min;5,3128;25.08.2020 20:06:06,9
163;Max;5,3145;25.08.2020 20:06:07,3
164;Sample;5,3145;25.08.2020 20:06:07,9;5,31664
164;Min;5,3145;25.08.2020 20:06:07,9
164;Max;5,3183;25.08.2020 20:06:08,2
165;Sample;5,3165;25.08.2020 20:06:08,9;5,31515
165;Max;5,3165;25.08.2020 20:06:08,9
165;Min;5,3123;25.08.2020 20:06:09,8
166;Sample;5,3119;25.08.2020 20:06:09,9;5,31301
166;Min;5,3111;25.08.2020 20:06:10,3
166;Max;5,3157;25.08.2020 20:06:10,8
167;Sample;5,3149;25.08.2020 20:06:10,9;5,31714
167;Min;5,3142;25.08.2020 20:06:11,0
167;Max;5,3185;25.08.2020 20:06:11,5
168;Sample;5,3183;25.08.2020 20:06:11,9;5,31866
168;Min;5,3182;25.08.2020 20:06:12,0
168;Max;5,3199;25.08.2020 20:06:12,8
169;Sample;5,3207;25.08.2020 20:06:12,9;5,32081111111111
169;Min;5,3204;25.08.2020 20:06:13,2
169;Max;5,3212;25.08.2020 20:06:13,6
170;Sample;5,3213;25.08.2020 20:06:13,8;5,3202
170;Max;5,3213;25.08.2020 20:06:13,8
170;Min;5,3197;25.08.2020 20:06:14,4
171;Sample;5,319;25.08.2020 20:06:14,8;5,31844
171;Max;5,319;25.08.2020 20:06:14,8
171;Min;5,3182;25.08.2020 20:06:15,6
172;Sample;5,3181;25.08.2020 20:06:15,8;5,31892
172;Min;5,3181;25.08.2020 20:06:15,8
172;Max;5,3222;25.08.2020 20:06:16,7
173;Sample;5,3235;25.08.2020 20:06:16,8;5,32686
173;Min;5,3235;25.08.2020 20:06:16,8
173;Max;5,3296;25.08.2020 20:06:17,4
174;Sample;5,3265;25.08.2020 20:06:17,8;5,32631
174;Min;5,3243;25.08.2020 20:06:18,4
174;Max;5,3281;25.08.2020 20:06:18,7
175;Sample;5,3283;25.08.2020 20:06:18,8;5,32754
175;Max;5,3283;25.08.2020 20:06:18,8
175;Min;5,3268;25.08.2020 20:06:19,2
176;Sample;5,328;25.08.2020 20:06:19,8;5,32912
176;Min;5,328;25.08.2020 20:06:19,8
176;Max;5,3296;25.08.2020 20:06:20,2
177;Sample;5,3289;25.08.2020 20:06:20,8;5,32762
177;Max;5,3289;25.08.2020 20:06:20,8
177;Min;5,3263;25.08.2020 20:06:21,8
178;Sample;5,3261;25.08.2020 20:06:21,9;5,32818
178;Min;5,3261;25.08.2020 20:06:21,9
178;Max;5,3296;25.08.2020 20:06:22,6
179;Sample;5,3296;25.08.2020 20:06:22,9;5,32931
179;Max;5,3296;25.08.2020 20:06:22,9
179;Min;5,3289;25.08.2020 20:06:23,8
180;Sample;5,3288;25.08.2020 20:06:23,9;5,32636
180;Max;5,3288;25.08.2020 20:06:23,9
180;Min;5,324;25.08.2020 20:06:24,6
181;Sample;5,3266;25.08.2020 20:06:24,9;5,32429
181;Max;5,3266;25.08.2020 20:06:24,9
181;Min;5,3218;25.08.2020 20:06:25,8
